Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Barbell Decline Bench Press,Chest,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Decline+Bench+Press+Chest+variation+109-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Barbell Decline Pullover,Smith Wide Grip Decline Bench Press,https://wger.de/media/exercise-images/192/Bench-press-1.png
Barbell Decline Bent Arm Pullover,Back,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Decline+Bent+Arm+Pullover+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Barbell Decline Wide-Grip Pullover,Smith Narrow Row,
Barbell Decline Close Grip To Skull Press,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Decline+Close+Grip+To+Skull+Press+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Barbell Drag Curl,Triceps Dip,
Barbell Decline Pullover,Chest,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Decline+Pullover+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Barbell Decline Wide-Grip Press,Smith Wide Grip Bench Press,
Barbell Decline Wide-Grip Press,Chest,Barbell,,Advanced,Compound,press_logic,,Barbell Front Raise And Pullover,Smith Reverse-Grip Press,https://wger.de/media/exercise-images/1644/cde4f147-d49a-492f-9c8a-e3c76788fd26.jpg
Barbell Decline Wide-Grip Pullover,Back,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Decline+Wide-Grip+Pullover+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Barbell Incline Row,Smith Bent Over Row,
Barbell Drag Curl,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Drag+Curl+Upper+Arms+variation+115-1+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Barbell Incline Close Grip Bench Press,Three Bench Dip,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Barbell Floor Calf Raise,Lower Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Floor+Calf+Raise+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Barbell Seated Calf Raise,Smith Standing Leg Calf Raise,
Barbell Front Chest Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Front+Chest+Squat+Upper+Legs+variation+117-1+exercise+tutorial+proper+form,Advanced,Compound,squat_logic,Knee Pain,Barbell Front Squat,Smith Low Bar Squat,https://wger.de/media/exercise-images/1640/bdea82f1-15ef-4649-8b5a-1303cfc178e7.webp
Barbell Front Raise,Shoulders,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Front+Raise+Shoulders+variation+118-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Shoulder Pain,Barbell One Arm Snatch,Smith Shoulder Press,https://wger.de/media/exercise-images/256/b7def5bc-2352-499b-b9e5-fff741003831.png
Barbell Front Raise And Pullover,Chest,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Front+Raise+And+Pullover+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Barbell Guillotine Bench Press,Smith Machine Reverse Decline Close Grip Bench Press,
Barbell Front Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Front+Squat+Upper+Legs+variation+120-1+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Barbell Full Squat,Smith Leg Press,https://wger.de/media/exercise-images/1640/bdea82f1-15ef-4649-8b5a-1303cfc178e7.webp
Barbell Full Squat,Upper Legs,Barbell,,Intermediate,Compound,squat_logic,Knee Pain,Barbell Full Squat (Back Pov),Smith Hack Squat,https://wger.de/media/exercise-images/1801/60043328-1cfb-4289-9865-aaf64d5aaa28.jpg
Barbell Full Squat (Back Pov),Upper Legs,Barbell,,Intermediate,Compound,squat_logic,Knee Pain,Barbell Full Squat (Side Pov),Smith Full Squat,https://wger.de/media/exercise-images/1801/60043328-1cfb-4289-9865-aaf64d5aaa28.jpg
Barbell Full Squat (Side Pov),Upper Legs,Barbell,,Beginner,Compound,squat_logic,Knee Pain,Barbell Full Zercher Squat,Smith Front Squat (Clean Grip),https://wger.de/media/exercise-images/1801/60043328-1cfb-4289-9865-aaf64d5aaa28.jpg
Barbell Full Zercher Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Full+Zercher+Squat+Upper+Legs+variation+124-1+exercise+tutorial+proper+form,Beginner,Compound,squat_logic,Knee Pain,Barbell Glute Bridge,Smith Deadlift,https://wger.de/media/exercise-images/1801/60043328-1cfb-4289-9865-aaf64d5aaa28.jpg
Barbell Glute Bridge,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Glute+Bridge+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Barbell Glute Bridge Two Legs On Bench (Male),Smith Chair Squat,
Barbell Glute Bridge Two Legs On Bench (Male),Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Glute+Bridge+Two+Legs+On+Bench+%28Male%29+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Barbell Good Morning,Smith Bent Knee Good Morning,
Barbell Good Morning,Upper Legs,Barbell,,Intermediate,Compound,general_logic,Knee Pain,Barbell Hack Squat,Sled Lying Squat,https://wger.de/media/exercise-images/116/Good-mornings-2.png
Barbell Guillotine Bench Press,Chest,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Guillotine+Bench+Press+Chest+variation+128-1+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,,Barbell Incline Bench Press,Smith Incline Shoulder Raises,https://wger.de/media/exercise-images/192/Bench-press-1.png
Barbell Hack Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Hack+Squat+Upper+Legs+variation+129-1+exercise+tutorial+proper+form,Beginner,Compound,squat_logic,Knee Pain,Barbell High Bar Squat,Sled Hack Squat,https://wger.de/media/exercise-images/1627/86d0b85a-66b7-4e5f-bf8d-bb4d7eb03f59.webp
Barbell High Bar Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+High+Bar+Squat+Upper+Legs+variation+130-1+exercise+tutorial+proper+form,Advanced,Compound,squat_logic,Knee Pain,Barbell Jefferson Squat,Sled Closer Hack Squat,https://wger.de/media/exercise-images/1627/86d0b85a-66b7-4e5f-bf8d-bb4d7eb03f59.webp
Barbell Incline Bench Press,Chest,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Incline+Bench+Press+Chest+variation+131-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Barbell Incline Shoulder Raise,Smith Incline Reverse-Grip Press,https://wger.de/media/exercise-images/192/Bench-press-1.png
Barbell Incline Close Grip Bench Press,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Incline+Close+Grip+Bench+Press+Upper+Arms+variation+132-1+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,,Barbell Incline Reverse-Grip Press,Stalder Press,https://wger.de/media/exercise-images/192/Bench-press-1.png
Barbell Incline Reverse-Grip Press,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Incline+Reverse-Grip+Press+exercise+tutorial+proper+form,Advanced,Compound,press_logic,,Barbell Jm Bench Press,Smith Machine Incline Tricep Extension,
Barbell Incline Row,Back,Barbell,,Advanced,Compound,row_logic,Back Pain,Barbell One Arm Bent Over Row,Smith Back Shrug,https://wger.de/media/exercise-images/1643/a6a603e9-a83a-4106-92a7-7d32e1b64c68.webp
Barbell Incline Shoulder Raise,Chest,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Incline+Shoulder+Raise+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Barbell Reverse Grip Decline Bench Press,Smith Incline Bench Press,
Barbell Jefferson Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Jefferson+Squat+Upper+Legs+variation+136-1+exercise+tutorial+proper+form,Beginner,Compound,squat_logic,Knee Pain,Barbell Jump Squat,Sled 45В° Leg Wide Press,https://wger.de/media/exercise-images/1640/bdea82f1-15ef-4649-8b5a-1303cfc178e7.webp
Barbell Jm Bench Press,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Jm+Bench+Press+Upper+Arms+variation+137-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,,Barbell Lying Back Of The Head Tricep Extension,Smith Machine Decline Close Grip Bench Press,https://wger.de/media/exercise-images/192/Bench-press-1.png
Barbell Jump Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Jump+Squat+Upper+Legs+variation+138-1+exercise+tutorial+proper+form,Advanced,Compound,squat_logic,Knee Pain,Barbell Lateral Lunge,Sled 45° Leg Press (Side Pov),https://wger.de/media/exercise-images/1627/86d0b85a-66b7-4e5f-bf8d-bb4d7eb03f59.webp
Barbell Lateral Lunge,Upper Legs,Barbell,,Beginner,Compound,lunge_logic,Knee Pain,Barbell Low Bar Squat,Sled 45В° Leg Press (Back Pov),https://wger.de/media/exercise-images/1830/3b6c547c-ab3d-4472-93cf-561710279eab.jpg
Barbell Low Bar Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Low+Bar+Squat+Upper+Legs+variation+140-1+exercise+tutorial+proper+form,Beginner,Compound,squat_logic,Knee Pain,Barbell Lunge,Sled 45В° Leg Press,https://wger.de/media/exercise-images/1801/60043328-1cfb-4289-9865-aaf64d5aaa28.jpg
Barbell Lunge,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lunge+Upper+Legs+variation+141-1+exercise+tutorial+proper+form,Intermediate,Compound,lunge_logic,Knee Pain,Barbell Lying Lifting (On Hip),Sled 45 Degrees One Leg Press,https://wger.de/media/exercise-images/1830/3b6c547c-ab3d-4472-93cf-561710279eab.jpg
Barbell Lying Back Of The Head Tricep Extension,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Back+Of+The+Head+Tricep+Extension+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Barbell Lying Close-Grip Press,Smith Machine Bicep Curl,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Barbell Lying Close-Grip Press,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Close-Grip+Press+exercise+tutorial+proper+form,Advanced,Compound,press_logic,,Barbell Lying Close-Grip Triceps Extension,Smith Close-Grip Bench Press,
Barbell Lying Close-Grip Triceps Extension,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Close-Grip+Triceps+Extension+Upper+Arms+variation+144-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Barbell Lying Extension,Ski Ergometer,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Barbell Lying Extension,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Extension+Upper+Arms+variation+145-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Barbell Lying Preacher Curl,Side Push-Up,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Barbell Lying Lifting (On Hip),Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Lifting+%28On+Hip%29+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Barbell Narrow Stance Squat,Sissy Squat,
Barbell Lying Preacher Curl,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Preacher+Curl+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Barbell Lying Triceps Extension,Ring Dips,
Barbell Lying Triceps Extension,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Triceps+Extension+Upper+Arms+variation+148-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Barbell Lying Triceps Extension Skull Crusher,Reverse Dip,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Barbell Lying Triceps Extension Skull Crusher,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Lying+Triceps+Extension+Skull+Crusher+Upper+Arms+variation+149-1+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Barbell One Arm Floor Press,Resistance Band Seated Biceps Curl,https://wger.de/media/exercise-images/50/695ced5c-9961-4076-add2-cb250d01089e.png
Barbell Narrow Stance Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Narrow+Stance+Squat+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Barbell One Arm Side Deadlift,Single Leg Squat (Pistol) Male,https://wger.de/media/exercise-images/1627/86d0b85a-66b7-4e5f-bf8d-bb4d7eb03f59.webp
Barbell One Arm Bent Over Row,Back,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+One+Arm+Bent+Over+Row+Back+variation+151-1+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Barbell Pendlay Row,Skin The Cat,https://wger.de/media/exercise-images/1085/2f9a9f90-ea2e-4f3f-b8ca-19aea162fe2d.jpg
Barbell One Arm Floor Press,Upper Arms,Barbell,,Beginner,Compound,press_logic,,Barbell Pin Presses,Push-Up On Lower Arms,https://wger.de/media/exercise-images/1084/91dd5a95-1c45-46f2-a074-de41b6ad599b.jpg
Barbell One Arm Side Deadlift,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+One+Arm+Side+Deadlift+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Barbell One Leg Squat,Single Leg Platform Slide,
Barbell One Arm Snatch,Shoulders,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+One+Arm+Snatch+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Shoulder Pain,Barbell Rear Delt Raise,Smith Seated Shoulder Press,
Barbell One Leg Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+One+Leg+Squat+Upper+Legs+variation+155-1+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Barbell Overhead Squat,Single Leg Bridge With Outstretched Leg,https://wger.de/media/exercise-images/1801/60043328-1cfb-4289-9865-aaf64d5aaa28.jpg
Barbell Overhead Squat,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Overhead+Squat+Upper+Legs+variation+156-1+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,Knee Pain,Barbell Rack Pull,Side Plank Hip Adduction,https://wger.de/media/exercise-images/1627/86d0b85a-66b7-4e5f-bf8d-bb4d7eb03f59.webp
Barbell Palms Down Wrist Curl Over A Bench,Lower Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Palms+Down+Wrist+Curl+Over+A+Bench+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Barbell Palms Up Wrist Curl Over A Bench,Weighted Standing Hand Squeeze,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Barbell Palms Up Wrist Curl Over A Bench,Lower Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Palms+Up+Wrist+Curl+Over+A+Bench+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Barbell Revers Wrist Curl V. 2,Smith Standing Back Wrist Curl,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Barbell Pendlay Row,Back,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Pendlay+Row+exercise+tutorial+proper+form,Intermediate,Compound,row_logic,Back Pain,Barbell Pullover,Side-To-Side Chin,
Barbell Pin Presses,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Pin+Presses+Upper+Arms+variation+160-1+exercise+tutorial+proper+form,Advanced,Compound,press_logic,,Barbell Preacher Curl,Push-Up Close-Grip Off Dumbbell,https://wger.de/media/exercise-images/1638/046c09b0-c35d-48d0-a552-39dd49f956d2.webp
Barbell Preacher Curl,Upper Arms,Barbell,,Beginner,Compound,curl_logic,,Barbell Prone Incline Curl,Overhead Triceps Stretch,https://wger.de/media/exercise-images/193/Preacher-curl-3-1.png
Barbell Press Sit-Up,Waist,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Press+Sit-Up+exercise+tutorial+proper+form,Beginner,Compound,press_logic,Back Pain,Barbell Rollerout,Sit-Up With Arms On Chest,
Barbell Prone Incline Curl,Upper Arms,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Prone+Incline+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Barbell Reverse Close-Grip Bench Press,One Arm Dip,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Barbell Pullover,Back,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Pullover+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Barbell Pullover To Press,Side Lying Floor Stretch,
Barbell Pullover To Press,Back,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Pullover+To+Press+Back+variation+165-1+exercise+tutorial+proper+form,Beginner,Compound,press_logic,Back Pain,Barbell Reverse Grip Bent Over Row,Shoulder Grip Pull-Up,https://wger.de/media/exercise-images/1638/046c09b0-c35d-48d0-a552-39dd49f956d2.webp
Barbell Rack Pull,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Rack+Pull+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Barbell Rear Lunge,Side Lying Hip Adduction (Male),
Barbell Rear Delt Raise,Shoulders,Barbell,,Beginner,Compound,general_logic,Shoulder Pain,Barbell Rear Delt Row,Smith Rear Delt Row,https://wger.de/media/exercise-images/829/ad724e5c-b1ed-49e8-9279-a17545b0dd0b.png
Barbell Rear Delt Row,Shoulders,Barbell,,Beginner,Compound,row_logic,Shoulder Pain,Barbell Seated Behind Head Military Press,Smith Behind Neck Press,https://wger.de/media/exercise-images/1227/57415c3c-2963-4130-9f6f-79f6a96113b6.gif
Barbell Rear Lunge,Upper Legs,Barbell,,Intermediate,Compound,lunge_logic,Knee Pain,Barbell Rear Lunge V. 2,Side Hip Abduction,https://wger.de/media/exercise-images/1651/04ab2679-a04d-4d05-9c85-0d36e898328c.webp
Barbell Rear Lunge V. 2,Upper Legs,Barbell,https://www.youtube.com/embed?listType=search&list=Barbell+Rear+Lunge+V.+2+Upper+Legs+variation+170-1+exercise+tutorial+proper+form,Intermediate,Compound,lunge_logic,Knee Pain,Barbell Romanian Deadlift,Side Bridge Hip Abduction,https://wger.de/media/exercise-images/1651/04ab2679-a04d-4d05-9c85-0d36e898328c.webp
