Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Barbell Jump Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/2adVAd0j47fAxi,Advanced,Compound,squat_logic,Knee Pain,Barbell Lateral Lunge,Sled 45° Leg Press (Side Pov),
Barbell Lateral Lunge,Upper Legs,Barbell,https://v2.exercisedb.io/image/acYEcmxm-W1jYm,Beginner,Compound,lunge_logic,Knee Pain,Barbell Low Bar Squat,Sled 45В° Leg Press (Back Pov),
Barbell Low Bar Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/Oz1Tv6LYtQ1h3c,Beginner,Compound,squat_logic,Knee Pain,Barbell Lunge,Sled 45В° Leg Press,
Barbell Lunge,Upper Legs,Barbell,https://v2.exercisedb.io/image/Pwxmbr90yG3yLu,Intermediate,Compound,lunge_logic,Knee Pain,Barbell Lying Lifting (On Hip),Sled 45 Degrees One Leg Press,
Barbell Lying Back Of The Head Tricep Extension,Upper Arms,Barbell,https://v2.exercisedb.io/image/DfVdSshU7XDWVw,Intermediate,Compound,general_logic,,Barbell Lying Close-Grip Press,Smith Machine Bicep Curl,
Barbell Lying Close-Grip Press,Upper Arms,Barbell,https://v2.exercisedb.io/image/ItGUd9KpupqGao,Advanced,Compound,press_logic,,Barbell Lying Close-Grip Triceps Extension,Smith Close-Grip Bench Press,
Barbell Lying Close-Grip Triceps Extension,Upper Arms,Barbell,https://v2.exercisedb.io/image/sv1Vzehhg2Nk26,Beginner,Compound,general_logic,,Barbell Lying Extension,Ski Ergometer,
Barbell Lying Extension,Upper Arms,Barbell,https://v2.exercisedb.io/image/UagkXbxRhvR2sF,Beginner,Compound,general_logic,,Barbell Lying Preacher Curl,Side Push-Up,
Barbell Lying Lifting (On Hip),Upper Legs,Barbell,https://v2.exercisedb.io/image/3FJ6aTFWjrRhY9,Beginner,Compound,general_logic,Knee Pain,Barbell Narrow Stance Squat,Sissy Squat,
Barbell Lying Preacher Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/rZ3jURUxX52jXv,Intermediate,Compound,curl_logic,,Barbell Lying Triceps Extension,Ring Dips,
Barbell Lying Triceps Extension,Upper Arms,Barbell,https://v2.exercisedb.io/image/z1GPtxujBUytj9,Beginner,Compound,general_logic,,Barbell Lying Triceps Extension Skull Crusher,Reverse Dip,
Barbell Lying Triceps Extension Skull Crusher,Upper Arms,Barbell,https://v2.exercisedb.io/image/ZM87B6FaT7TmLB,Intermediate,Compound,general_logic,,Barbell One Arm Floor Press,Resistance Band Seated Biceps Curl,
Barbell Narrow Stance Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/BGsO8d-68iiUp7,Intermediate,Compound,squat_logic,Knee Pain,Barbell One Arm Side Deadlift,Single Leg Squat (Pistol) Male,
Barbell One Arm Bent Over Row,Back,Barbell,https://v2.exercisedb.io/image/iedpdSuM8IrhyR,Beginner,Compound,row_logic,Back Pain,Barbell Pendlay Row,Skin The Cat,
Barbell One Arm Floor Press,Upper Arms,Barbell,https://v2.exercisedb.io/image/1hQ9x4HX7ano3m,Beginner,Compound,press_logic,,Barbell Pin Presses,Push-Up On Lower Arms,
Barbell One Arm Side Deadlift,Upper Legs,Barbell,https://v2.exercisedb.io/image/TU5Kc7PmOg4Kbo,Intermediate,Compound,general_logic,Knee Pain,Barbell One Leg Squat,Single Leg Platform Slide,
Barbell One Arm Snatch,Shoulders,Barbell,https://v2.exercisedb.io/image/jxV-DC8zgCTEqQ,Beginner,Compound,general_logic,Shoulder Pain,Barbell Rear Delt Raise,Smith Seated Shoulder Press,
Barbell One Leg Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/uMagnRPkdgsumW,Intermediate,Compound,squat_logic,Knee Pain,Barbell Overhead Squat,Single Leg Bridge With Outstretched Leg,
Barbell Overhead Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/yF0hJtK2OllNFp,Intermediate,Compound,squat_logic,Knee Pain,Barbell Rack Pull,Side Plank Hip Adduction,
Barbell Palms Down Wrist Curl Over A Bench,Lower Arms,Barbell,https://v2.exercisedb.io/image/t0FbvEEv0O7zgQ,Beginner,Compound,curl_logic,,Barbell Palms Up Wrist Curl Over A Bench,Weighted Standing Hand Squeeze,
Barbell Palms Up Wrist Curl Over A Bench,Lower Arms,Barbell,https://v2.exercisedb.io/image/MASH24WRX3M7PG,Intermediate,Compound,curl_logic,,Barbell Revers Wrist Curl V. 2,Smith Standing Back Wrist Curl,
Barbell Pendlay Row,Back,Barbell,https://v2.exercisedb.io/image/NOnVhJIPqV-4HR,Intermediate,Compound,row_logic,Back Pain,Barbell Pullover,Side-To-Side Chin,
Barbell Pin Presses,Upper Arms,Barbell,https://v2.exercisedb.io/image/NJ2qxS6A6f3Hm1,Advanced,Compound,press_logic,,Barbell Preacher Curl,Push-Up Close-Grip Off Dumbbell,
Barbell Preacher Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/dAvCIUQSU2u6V1,Beginner,Compound,curl_logic,,Barbell Prone Incline Curl,Overhead Triceps Stretch,
Barbell Press Sit-Up,Waist,Barbell,https://v2.exercisedb.io/image/G94GPVt0MoAN1K,Beginner,Compound,press_logic,Back Pain,Barbell Rollerout,Sit-Up With Arms On Chest,
Barbell Prone Incline Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/nCZ7YsAUQoaCB6,Beginner,Compound,curl_logic,,Barbell Reverse Close-Grip Bench Press,One Arm Dip,
Barbell Pullover,Back,Barbell,https://v2.exercisedb.io/image/VX20Ozs7lHYkcg,Advanced,Compound,general_logic,Back Pain,Barbell Pullover To Press,Side Lying Floor Stretch,
Barbell Pullover To Press,Back,Barbell,https://v2.exercisedb.io/image/NdBcLVljwPaHOh,Beginner,Compound,press_logic,Back Pain,Barbell Reverse Grip Bent Over Row,Shoulder Grip Pull-Up,
Barbell Rack Pull,Upper Legs,Barbell,https://v2.exercisedb.io/image/AnR5G7P1wrsRtI,Intermediate,Compound,general_logic,Knee Pain,Barbell Rear Lunge,Side Lying Hip Adduction (Male),
Barbell Rear Delt Raise,Shoulders,Barbell,https://v2.exercisedb.io/image/U1ugVnlUoujvWe,Beginner,Compound,general_logic,Shoulder Pain,Barbell Rear Delt Row,Smith Rear Delt Row,
Barbell Rear Delt Row,Shoulders,Barbell,https://v2.exercisedb.io/image/Hzau2FzW35a4RE,Beginner,Compound,row_logic,Shoulder Pain,Barbell Seated Behind Head Military Press,Smith Behind Neck Press,
Barbell Rear Lunge,Upper Legs,Barbell,https://v2.exercisedb.io/image/ccacoKO7lCxJBM,Intermediate,Compound,lunge_logic,Knee Pain,Barbell Rear Lunge V. 2,Side Hip Abduction,
Barbell Rear Lunge V. 2,Upper Legs,Barbell,https://v2.exercisedb.io/image/psrY3i7reQPkvn,Intermediate,Compound,lunge_logic,Knee Pain,Barbell Romanian Deadlift,Side Bridge Hip Abduction,
Barbell Revers Wrist Curl V. 2,Lower Arms,Barbell,https://v2.exercisedb.io/image/E2MZVcCDUbHMN9,Beginner,Compound,curl_logic,,Barbell Reverse Wrist Curl,Smith Seated Wrist Curl,
Barbell Reverse Close-Grip Bench Press,Upper Arms,Barbell,https://v2.exercisedb.io/image/PN3CtGe64pwciq,Beginner,Compound,press_logic,,Barbell Reverse Curl,Olympic Barbell Triceps Extension,
Barbell Reverse Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/aGb4c1RzCwNk8r,Beginner,Compound,curl_logic,,Barbell Reverse Grip Skullcrusher,Olympic Barbell Hammer Curl,
Barbell Reverse Grip Bent Over Row,Back,Barbell,https://v2.exercisedb.io/image/3J6wPLy0lEoAuA,Intermediate,Compound,row_logic,Back Pain,Barbell Reverse Grip Incline Bench Row,Seated Lower Back Stretch,
Barbell Reverse Grip Decline Bench Press,Chest,Barbell,https://v2.exercisedb.io/image/QFJ23Ah-IiJZL1,Intermediate,Compound,press_logic,,Barbell Reverse Grip Incline Bench Press,Smith Decline Reverse-Grip Press,
Barbell Reverse Grip Incline Bench Press,Chest,Barbell,https://v2.exercisedb.io/image/l1ZEsp8sFIGgD1,Intermediate,Compound,press_logic,,Barbell Wide Bench Press,Smith Decline Bench Press,
Barbell Reverse Grip Incline Bench Row,Back,Barbell,https://v2.exercisedb.io/image/d5vfjFqvEQKKRH,Advanced,Compound,row_logic,Back Pain,Barbell Shrug,Scapular Pull-Up,
Barbell Reverse Grip Skullcrusher,Upper Arms,Barbell,https://v2.exercisedb.io/image/H2se5y-qDhkubo,Advanced,Compound,general_logic,,Barbell Reverse Preacher Curl,Narrow Push-Up On Exercise Ball,
Barbell Reverse Preacher Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/kuKwKbXqzunEqm,Intermediate,Compound,curl_logic,,Barbell Seated Close Grip Behind Neck Triceps Extension,Medicine Ball Supine Chest Throw,
Barbell Reverse Wrist Curl,Lower Arms,Barbell,https://v2.exercisedb.io/image/VUdmDHBZ4M8ig1,Intermediate,Compound,curl_logic,,Barbell Standing Back Wrist Curl,Side Wrist Pull Stretch,
Barbell Rollerout,Waist,Barbell,https://v2.exercisedb.io/image/rXGMFHaot805sd,Advanced,Compound,general_logic,Back Pain,Barbell Rollerout From Bench,Sit-Up V. 2,
Barbell Rollerout From Bench,Waist,Barbell,https://v2.exercisedb.io/image/2UkT2Zf9WIJ5aB,Intermediate,Compound,general_logic,Back Pain,Barbell Seated Twist,Side-To-Side Toe Touch (Male),
Barbell Romanian Deadlift,Upper Legs,Barbell,https://v2.exercisedb.io/image/WKkKekGXFvg-HL,Intermediate,Compound,general_logic,Knee Pain,Barbell Seated Good Morning,Self Assisted Inverse Leg Curl (On Floor),
Barbell Seated Behind Head Military Press,Shoulders,Barbell,https://v2.exercisedb.io/image/7pNMHSxVI5juXi,Intermediate,Compound,press_logic,Shoulder Pain,Barbell Seated Bradford Rocky Press,Resistance Band Seated Shoulder Press,
Barbell Seated Bradford Rocky Press,Shoulders,Barbell,https://v2.exercisedb.io/image/y39YcsSRmOIsGB,Advanced,Compound,press_logic,Shoulder Pain,Barbell Seated Overhead Press,Rear Deltoid Stretch,
Barbell Seated Calf Raise,Lower Legs,Barbell,https://v2.exercisedb.io/image/wN9yE5JZkeOWeO,Beginner,Compound,general_logic,Knee Pain,Barbell Seated Calf Raise,Smith Seated One Leg Calf Raise,
Barbell Seated Calf Raise,Lower Legs,Barbell,https://v2.exercisedb.io/image/-cNw0m9aunWXGN,Intermediate,Compound,general_logic,Knee Pain,Barbell Standing Calf Raise,Smith Reverse Calf Raises,
Barbell Seated Close Grip Behind Neck Triceps Extension,Upper Arms,Barbell,https://v2.exercisedb.io/image/Nz5XVjaFzfWNUs,Beginner,Compound,general_logic,,Barbell Seated Close-Grip Concentration Curl,Medicine Ball Close Grip Push Up,
Barbell Seated Close-Grip Concentration Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/RA-7c2pWwHTDVX,Beginner,Compound,curl_logic,,Barbell Seated Overhead Triceps Extension,Lever Triceps Extension,
Barbell Seated Good Morning,Upper Legs,Barbell,https://v2.exercisedb.io/image/QzLURt4DdfCmyB,Advanced,Compound,general_logic,Knee Pain,Barbell Side Split Squat,Self Assisted Inverse Leg Curl,
Barbell Seated Overhead Press,Shoulders,Barbell,https://v2.exercisedb.io/image/ITiMZbrkujqFPg,Beginner,Compound,press_logic,Shoulder Pain,Barbell Skier,Lever Shoulder Press V. 3,
Barbell Seated Overhead Triceps Extension,Upper Arms,Barbell,https://v2.exercisedb.io/image/su2SYRTo0TmWux,Beginner,Compound,general_logic,,Barbell Standing Close Grip Curl,Lever Seated Dip,
Barbell Seated Twist,Waist,Barbell,https://v2.exercisedb.io/image/gqMTatxDcJLsQY,Beginner,Compound,general_logic,Back Pain,Barbell Side Bent V. 2,Side Hip (On Parallel Bars),
Barbell Shrug,Back,Barbell,https://v2.exercisedb.io/image/piu5fqygyX2zdO,Intermediate,Compound,general_logic,Back Pain,Bench Pull-Ups,Scapula Dips,
Barbell Side Bent V. 2,Waist,Barbell,https://v2.exercisedb.io/image/RYmBtg7iC-ZUsH,Beginner,Compound,general_logic,Back Pain,Barbell Sitted Alternate Leg Raise,Side Bridge V. 2,
Barbell Side Split Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/3J2qg-3pmfiHVo,Beginner,Compound,squat_logic,Knee Pain,Barbell Side Split Squat V. 2,Self Assisted Inverse Leg Curl,
Barbell Side Split Squat V. 2,Upper Legs,Barbell,https://v2.exercisedb.io/image/KozkWTnE0Y2y-U,Intermediate,Compound,squat_logic,Knee Pain,Barbell Single Leg Deadlift,Seated Wide Angle Pose Sequence,
Barbell Single Leg Deadlift,Upper Legs,Barbell,https://v2.exercisedb.io/image/oY02mLpA9Shgpp,Intermediate,Compound,general_logic,Knee Pain,Barbell Single Leg Split Squat,Seated Piriformis Stretch,
Barbell Single Leg Split Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/-u42RTb8I3w95Z,Beginner,Compound,squat_logic,Knee Pain,Barbell Speed Squat,Seated Glute Stretch,
Barbell Sitted Alternate Leg Raise,Waist,Barbell,https://v2.exercisedb.io/image/O73ZwgxZ9PNw6e,Intermediate,Compound,general_logic,Back Pain,Barbell Sitted Alternate Leg Raise (Female),Shoulder Tap,
Barbell Sitted Alternate Leg Raise (Female),Waist,Barbell,https://v2.exercisedb.io/image/MWPpeGScxNuIgZ,Beginner,Compound,general_logic,Back Pain,Barbell Standing Ab Rollerout,Seated Side Crunch (Wall),
Barbell Skier,Shoulders,Barbell,https://v2.exercisedb.io/image/2VEqHjz2-gvxye,Beginner,Compound,general_logic,Shoulder Pain,Barbell Standing Bradford Press,Lever Shoulder Press V. 2,
Barbell Speed Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/RBkTcNQyhCzuoj,Advanced,Compound,squat_logic,Knee Pain,Barbell Split Squat V. 2,Runners Stretch,
Barbell Split Squat V. 2,Upper Legs,Barbell,https://v2.exercisedb.io/image/MjDL8j8uVkgMDp,Beginner,Compound,squat_logic,Knee Pain,Barbell Squat (On Knees),Roller Hip Stretch,
Barbell Squat (On Knees),Upper Legs,Barbell,https://v2.exercisedb.io/image/YBL0onBbWULgGU,Beginner,Compound,squat_logic,Knee Pain,Barbell Squat Jump Step Rear Lunge,Roller Hip Lat Stretch,
Barbell Squat Jump Step Rear Lunge,Upper Legs,Barbell,https://v2.exercisedb.io/image/P3X6KwSL0ON7AQ,Intermediate,Compound,squat_logic,Knee Pain,Barbell Step-Up,Rocking Frog Stretch,
Barbell Standing Ab Rollerout,Waist,Barbell,https://v2.exercisedb.io/image/K5suvOVpdWwa-X,Beginner,Compound,general_logic,Back Pain,Barbell Standing Twist,Seated Leg Raise,
Barbell Standing Back Wrist Curl,Lower Arms,Barbell,https://v2.exercisedb.io/image/i8JHi6k6IgXg-R,Beginner,Compound,curl_logic,,Barbell Wrist Curl,Modified Push Up To Lower Arms,
Barbell Standing Bradford Press,Shoulders,Barbell,https://v2.exercisedb.io/image/wCpI7KHOPgH9WD,Advanced,Compound,press_logic,Shoulder Pain,Barbell Standing Close Grip Military Press,Lever Shoulder Press,
Barbell Standing Calf Raise,Lower Legs,Barbell,https://v2.exercisedb.io/image/RrquYaCSKwvYCI,Beginner,Compound,general_logic,Knee Pain,Barbell Standing Leg Calf Raise,Smith Reverse Calf Raises,
Barbell Standing Close Grip Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/DLQyqMxxoytVXu,Intermediate,Compound,curl_logic,,Barbell Standing Concentration Curl,Lever Reverse Grip Preacher Curl,
Barbell Standing Close Grip Military Press,Shoulders,Barbell,https://v2.exercisedb.io/image/U0Yh0at6bxdNGu,Intermediate,Compound,press_logic,Shoulder Pain,Barbell Standing Front Raise Over Head,Lever Seated Reverse Fly (Parallel Grip),
Barbell Standing Concentration Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/rKIuSa2rXNHmWM,Beginner,Compound,curl_logic,,Barbell Standing Overhead Triceps Extension,Lever Preacher Curl V. 2,
Barbell Standing Front Raise Over Head,Shoulders,Barbell,https://v2.exercisedb.io/image/5YRJVwuUlIvEbN,Beginner,Compound,general_logic,Shoulder Pain,Barbell Standing Wide Military Press,Lever Seated Reverse Fly,
Barbell Standing Leg Calf Raise,Lower Legs,Barbell,https://v2.exercisedb.io/image/PdJvIanyzNaZZj,Advanced,Compound,general_logic,Knee Pain,Barbell Standing Rocking Leg Calf Raise,Smith One Leg Floor Calf Raise,
Barbell Standing Overhead Triceps Extension,Upper Arms,Barbell,https://v2.exercisedb.io/image/SiozhVVCwL8QeR,Advanced,Compound,general_logic,,Barbell Standing Reverse Grip Curl,Lever Preacher Curl,
Barbell Standing Reverse Grip Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/E5WlmG-0lofFWD,Intermediate,Compound,curl_logic,,Barbell Standing Wide Grip Biceps Curl,Lever Overhand Triceps Dip,
Barbell Standing Rocking Leg Calf Raise,Lower Legs,Barbell,https://v2.exercisedb.io/image/CVYOWK0NnXosO8,Intermediate,Compound,general_logic,Knee Pain,Bodyweight Standing Calf Raise,Sled One Leg Calf Press On Leg Press,
Barbell Standing Twist,Waist,Barbell,https://v2.exercisedb.io/image/mOw4BXXPnso9y2,Intermediate,Compound,general_logic,Back Pain,Bodyweight Incline Side Plank,Russian Twist,
Barbell Standing Wide Grip Biceps Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/2KGb3-61guaiV2,Beginner,Compound,curl_logic,,Barbell Standing Wide-Grip Curl,Lever Hammer Grip Preacher Curl,
Barbell Standing Wide Military Press,Shoulders,Barbell,https://v2.exercisedb.io/image/HQJXUBtqHMUORU,Beginner,Compound,press_logic,Shoulder Pain,Barbell Thruster,Lever One Arm Shoulder Press,
Barbell Standing Wide-Grip Curl,Upper Arms,Barbell,https://v2.exercisedb.io/image/shgnsWFmnafee8,Beginner,Compound,curl_logic,,Bench Dip (Knees Bent),Lever Bicep Curl,
Barbell Step-Up,Upper Legs,Barbell,https://v2.exercisedb.io/image/MZhXQKOUAnj2iP,Beginner,Compound,general_logic,Knee Pain,Barbell Stiff Leg Good Morning,Reverse Hyper On Flat Bench,
Barbell Stiff Leg Good Morning,Upper Legs,Barbell,https://v2.exercisedb.io/image/IeC-rTo7gKV5IC,Advanced,Compound,general_logic,Knee Pain,Barbell Straight Leg Deadlift,Reverse Hyper Extension (On Stability Ball),
Barbell Straight Leg Deadlift,Upper Legs,Barbell,https://v2.exercisedb.io/image/cfS0i4QL7UBYb2,Intermediate,Compound,general_logic,Knee Pain,Barbell Sumo Deadlift,Resistance Band Seated Hip Abduction,
Barbell Sumo Deadlift,Upper Legs,Barbell,https://v2.exercisedb.io/image/HvP7HhYThzx4hG,Intermediate,Compound,general_logic,Knee Pain,Barbell Wide Squat,Resistance Band Leg Extension,
Barbell Thruster,Shoulders,Barbell,https://v2.exercisedb.io/image/j71mJHaMsRf2LG,Advanced,Compound,general_logic,Shoulder Pain,Barbell Upright Row,Lever Military Press,
Barbell Upright Row,Shoulders,Barbell,https://v2.exercisedb.io/image/9sb-gfkY7xSAeP,Intermediate,Compound,row_logic,Shoulder Pain,Barbell Upright Row V. 2,Lever Lateral Raise,
Barbell Upright Row V. 2,Shoulders,Barbell,https://v2.exercisedb.io/image/734UfJVDGFCp83,Beginner,Compound,row_logic,Shoulder Pain,Barbell Upright Row V. 3,Left Hook. Boxing,
Barbell Upright Row V. 3,Shoulders,Barbell,https://v2.exercisedb.io/image/naP1KAKAUXssH0,Beginner,Compound,row_logic,Shoulder Pain,Barbell Wide-Grip Upright Row,Landmine Lateral Raise,
Barbell Wide Bench Press,Chest,Barbell,https://v2.exercisedb.io/image/YsfYDvRqzjFLGv,Intermediate,Compound,press_logic,,Barbell Wide Reverse Grip Bench Press,Smith Bench Press,
Barbell Wide Reverse Grip Bench Press,Chest,Barbell,https://v2.exercisedb.io/image/O0sXugocxKfHs9,Advanced,Compound,press_logic,,Behind Head Chest Stretch,Single Arm Push-Up,
Barbell Wide Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/RAc1vwYpeDzvVs,Advanced,Compound,squat_logic,Knee Pain,Barbell Zercher Squat,Resistance Band Hip Thrusts On Knees (Female),
Barbell Wide-Grip Upright Row,Shoulders,Barbell,https://v2.exercisedb.io/image/3ODYQXoLhp3ulF,Intermediate,Compound,row_logic,Shoulder Pain,Battling Ropes,Kettlebell Two Arm Military Press,
Barbell Wrist Curl,Lower Arms,Barbell,https://v2.exercisedb.io/image/owxrjMMgV7n3ex,Intermediate,Compound,curl_logic,,Barbell Wrist Curl V. 2,Lever Gripper Hands,
Barbell Wrist Curl V. 2,Lower Arms,Barbell,https://v2.exercisedb.io/image/kCmErSkSS6f1E2,Beginner,Compound,curl_logic,,Cable Reverse Wrist Curl,Kettlebell Alternating Hang Clean,
Barbell Zercher Squat,Upper Legs,Barbell,https://v2.exercisedb.io/image/xL1tHloWYyztq2,Intermediate,Compound,squat_logic,Knee Pain,Basic Toe Touch (Male),Reclining Big Toe Pose With Rope,
Basic Toe Touch (Male),Upper Legs,Body Weight,https://v2.exercisedb.io/image/ZVrk9i1QyRzTkB,Beginner,Compound,general_logic,Knee Pain,Bench Hip Extension,Rear Decline Bridge,
Battling Ropes,Shoulders,Rope,https://v2.exercisedb.io/image/mdFmrnEAMxMpNZ,Beginner,Compound,general_logic,Shoulder Pain,Cable Alternate Shoulder Press,Kettlebell Two Arm Clean,
Bear Crawl,Cardio,Body Weight,https://v2.exercisedb.io/image/CU7ulGA569adpS,Intermediate,Compound,general_logic,,Burpee,Walking On Incline Treadmill,
Behind Head Chest Stretch,Chest,Assisted,https://v2.exercisedb.io/image/cV1F6EMU8hCCxw,Intermediate,Compound,general_logic,,Cable Bench Press,Shoulder Tap Push-Up,
Bench Dip (Knees Bent),Upper Arms,Body Weight,https://v2.exercisedb.io/image/vkeO-6I-Ehdlpo,Advanced,Compound,dip_logic,,Bench Dip On Floor,Kettlebell Double Alternating Hang Clean,
Bench Dip On Floor,Upper Arms,Body Weight,https://v2.exercisedb.io/image/UvEBQkLSXKmNCg,Beginner,Compound,dip_logic,,Biceps Leg Concentration Curl,Kettlebell Bottoms Up Clean From The Hang Position,
Bench Hip Extension,Upper Legs,Body Weight,https://v2.exercisedb.io/image/hbYRkCu265IStj,Intermediate,Compound,general_logic,Knee Pain,Bent Knee Lying Twist (Male),Quick Feet V. 2,
Bench Pull-Ups,Back,Body Weight,https://v2.exercisedb.io/image/jBAdgotsMCRHN0,Beginner,Compound,general_logic,Back Pain,Bodyweight Squatting Row,Rope Climb,
